features,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15
ENSG00000197503.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256852.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244662.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255745.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240481.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000060982.15,87,70,530,2003,243,67,1767,201,493,430,2183,275
ENSG00000256482.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000278969.1,0,0,2,1,0,1,2,4,0,2,5,2
ENSG00000255921.1,3,0,0,1,0,1,3,0,0,2,0,3
ENSG00000213736.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226397.8,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000118308.16,238,263,532,1319,293,221,1225,304,608,237,1492,330
ENSG00000258546.1,2,1,0,1,0,0,1,0,0,0,1,0
ENSG00000258449.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000276842.1,1,1,0,2,4,1,6,0,2,0,1,0
ENSG00000118307.20,2,2,3,3,0,0,3,1,1,2,3,0
ENSG00000205707.11,72,60,96,135,78,63,122,67,105,110,192,67
ENSG00000133703.14,904,859,715,732,964,763,603,941,837,600,880,1329
ENSG00000274987.1,0,0,0,1,0,2,1,1,1,1,1,0
ENSG00000275197.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000278743.2,5,3,10,4,4,6,4,5,12,20,9,5
ENSG00000289928.1,1,1,4,1,0,0,0,1,1,2,1,1
ENSG00000201439.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241846.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152936.11,0,1,1,0,0,1,0,1,0,0,1,0
ENSG00000279173.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256079.1,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000255988.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257009.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222950.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256686.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255725.2,24,28,32,32,37,19,22,30,31,40,32,28
ENSG00000256440.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283603.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256256.1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000246695.9,6,5,2,0,2,2,1,0,1,2,0,0
ENSG00000123094.16,14,12,11,0,13,20,0,3,3,9,0,12
ENSG00000123095.6,0,0,0,1,0,0,0,1,0,1,1,0
ENSG00000123096.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256894.1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000286752.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256234.1,5,0,0,1,0,0,1,0,0,0,0,1
ENSG00000255750.6,1,0,0,0,1,0,0,0,0,0,1,0
ENSG00000278095.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000255858.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288532.1,0,0,0,0,2,0,0,0,0,0,0,1
ENSG00000255968.1,4,1,1,1,0,3,3,1,3,2,3,4
ENSG00000123104.12,781,692,503,1526,722,588,1304,618,487,480,1408,878
ENSG00000256185.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212549.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234428.2,3,1,3,4,4,0,1,1,2,3,8,1
ENSG00000256640.1,0,1,0,0,0,0,2,0,0,0,0,0
ENSG00000064102.15,1155,1131,1524,1754,1094,1106,1454,1031,1574,1637,1953,1297
ENSG00000111790.14,1680,1682,1603,1321,1740,1454,1193,1509,1729,1815,1548,1687
ENSG00000064115.11,1459,1388,2696,3859,1963,1610,3308,1941,2606,2031,3900,2462
ENSG00000247903.1,3,4,5,10,5,4,13,4,4,1,11,8
ENSG00000152944.9,210,219,382,405,237,199,371,191,427,409,489,219
ENSG00000275764.1,9,15,8,4,8,4,11,11,5,5,18,12
ENSG00000214700.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271418.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256226.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256625.1,1,2,0,3,0,0,0,2,0,1,2,0
ENSG00000211455.8,426,419,452,382,400,446,324,375,473,616,423,571
ENSG00000029153.15,529,518,762,3,737,463,0,691,798,1131,4,861
ENSG00000245311.2,0,0,0,0,0,1,0,0,0,0,0,2
ENSG00000288971.1,1,0,0,0,0,1,0,1,1,0,0,2
ENSG00000165935.10,2,5,9,3,4,1,1,2,4,8,1,0
ENSG00000290042.1,0,0,2,0,0,0,0,0,3,6,0,1
ENSG00000257037.1,0,1,0,0,1,0,0,0,1,2,1,0
ENSG00000110841.14,35,44,87,164,19,27,135,19,96,308,198,22
ENSG00000248100.2,0,0,0,0,0,0,0,0,0,2,1,0
ENSG00000256056.1,0,0,0,1,0,0,0,0,1,0,0,1
ENSG00000256557.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256377.6,3,4,0,0,0,5,0,0,1,0,1,0
ENSG00000174236.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276261.1,0,0,1,1,0,0,0,0,0,1,0,0
ENSG00000230519.2,1,2,2,0,2,1,1,3,2,2,1,1
ENSG00000256504.2,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000061794.13,1111,1152,1603,1748,1392,1209,1571,1200,1660,1736,1927,1418
ENSG00000252585.1,1,0,0,0,0,0,0,0,0,0,2,2
ENSG00000205693.4,0,0,1,0,0,0,0,1,0,0,1,0
ENSG00000256747.1,1,0,0,0,1,0,0,0,0,0,0,2
ENSG00000087448.11,241,313,234,970,331,277,821,332,343,185,945,417
ENSG00000256512.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201612.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274075.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256378.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000087494.16,0,2,2,2,0,0,0,0,0,1,2,0
ENSG00000257042.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123106.11,540,580,407,550,522,507,500,438,427,388,725,538
ENSG00000247934.4,6,8,4,15,5,5,21,7,4,5,26,12
ENSG00000255951.1,0,0,1,0,0,0,0,0,2,0,0,0
ENSG00000278733.1,1,0,1,1,0,0,0,0,0,0,0,0
ENSG00000273989.1,0,0,1,0,0,0,1,0,0,0,2,0
ENSG00000252237.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202187.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000244712.1,7,2,2,3,3,6,3,4,2,1,4,7
ENSG00000256513.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278687.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257258.2,0,0,0,1,0,0,2,0,0,1,2,0
ENSG00000064763.12,400,365,1106,1597,700,413,1435,701,1156,1087,1861,924
ENSG00000275278.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000275476.1,0,0,0,2,0,0,0,1,0,0,1,3
ENSG00000257176.3,4,9,16,5,4,12,16,7,18,21,16,15
ENSG00000274315.1,0,2,0,2,2,0,0,1,0,0,0,0
ENSG00000273680.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000087502.19,889,937,1026,971,1057,853,992,937,1232,1489,1164,1164
ENSG00000257599.5,87,88,23,64,49,88,44,43,42,25,57,53
ENSG00000187950.9,4,8,3,0,2,5,0,2,1,0,0,0
ENSG00000133687.16,7,0,0,0,7,0,0,11,5,12,0,8
ENSG00000257456.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242986.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286566.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276431.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257262.1,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000257756.6,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000284682.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251781.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257932.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258202.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133704.10,942,942,723,1281,859,844,1109,887,752,731,1302,1082
ENSG00000285870.1,0,0,1,1,0,0,1,0,1,1,0,2
ENSG00000110888.19,312,333,216,161,308,320,139,264,193,184,175,369
ENSG00000246331.2,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000235884.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285517.1,3,0,1,0,5,0,0,5,0,0,0,3
ENSG00000258118.1,0,0,2,1,0,0,0,1,1,0,0,1
ENSG00000110900.16,0,0,0,1065,0,0,769,0,0,0,1034,0
ENSG00000290531.1,1,0,0,6,0,0,6,0,0,0,9,1
ENSG00000226472.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256984.2,0,0,0,2,0,0,3,0,0,0,6,0
ENSG00000245614.6,10,11,26,84,10,10,66,9,19,22,64,13
ENSG00000013573.17,1634,1359,2574,5582,2301,1365,4634,2589,2533,2517,5628,3669
ENSG00000212533.1,1,0,0,3,1,1,4,3,1,1,3,2
ENSG00000270926.1,0,1,1,13,0,0,7,0,0,1,5,0
ENSG00000291250.1,3,0,1,9,4,0,4,0,0,1,6,0
ENSG00000177359.23,0,1,0,3,0,0,0,0,0,0,4,1
ENSG00000291098.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291251.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291252.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270766.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243517.1,81,121,141,129,109,110,111,93,165,122,108,127
ENSG00000270395.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275097.1,0,0,1,0,0,0,1,2,0,0,1,0
ENSG00000139146.14,1126,1148,861,2115,1169,955,1841,989,1209,1333,2611,1329
ENSG00000256176.1,3,1,3,1,2,0,0,4,0,1,3,4
ENSG00000177340.5,14,8,7,32,11,6,28,17,11,12,19,21
ENSG00000256232.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283256.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170456.16,3,5,12,0,2,2,1,2,13,7,3,13
ENSG00000200388.1,18,23,28,30,35,24,18,18,43,33,22,42
ENSG00000275769.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203437.3,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000256159.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201228.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225349.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255867.1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000252390.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000231788.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233381.4,41,34,48,0,10,51,0,13,70,122,0,33
ENSG00000139160.13,15,20,11,65,11,6,58,13,16,14,48,16
ENSG00000151743.11,33,30,55,134,21,27,125,35,65,55,169,42
ENSG00000276058.1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000276900.1,10,20,18,117,14,16,96,10,14,25,111,14
ENSG00000256843.1,6,8,7,8,7,5,4,12,12,12,1,14
ENSG00000223722.3,10,8,4,19,22,15,12,22,14,11,6,9
ENSG00000188375.5,729,715,1093,624,890,862,510,898,1183,1422,528,1015
ENSG00000252421.1,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000252204.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256372.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000255760.4,25,36,20,31,22,17,27,28,14,16,45,27
ENSG00000256465.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244436.2,0,0,0,1,0,0,0,0,0,0,2,1
ENSG00000242314.1,3,1,0,1,3,1,0,1,1,1,2,0
ENSG00000256987.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000174718.12,6604,7093,2832,3786,5115,5684,3248,4984,3195,2076,4044,5996
ENSG00000276136.1,17,5,0,4,4,2,6,0,2,0,12,3
ENSG00000257094.1,0,1,0,1,0,1,0,0,0,0,1,0
ENSG00000257852.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271357.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257530.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151746.15,259,219,303,888,256,246,762,257,299,260,942,364
ENSG00000277342.1,4,2,8,12,5,1,17,10,1,3,21,2
ENSG00000258134.1,2,1,1,4,0,0,0,0,0,0,0,1
ENSG00000274964.1,4,6,5,21,3,5,14,2,5,6,22,1
ENSG00000276115.1,2,1,0,1,0,1,2,1,2,0,2,1
ENSG00000207176.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139132.16,1,0,5,3,0,0,5,3,6,2,2,3
ENSG00000253063.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000087470.21,2429,2361,1850,3078,2189,2078,2560,2152,1950,2181,3310,2598
ENSG00000257643.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201563.1,0,0,0,0,0,0,0,1,0,0,0,1
ENSG00000276148.1,10,4,12,13,7,7,8,4,10,8,9,8
ENSG00000257511.1,16,19,23,18,22,24,24,14,26,22,37,23
ENSG00000139131.13,443,416,608,675,433,437,579,481,624,707,724,525
ENSG00000274105.1,2,2,0,1,2,0,1,1,1,0,2,3
ENSG00000275854.1,3,0,0,0,2,1,2,0,2,2,0,2
ENSG00000286950.1,0,0,2,2,0,0,0,1,1,0,0,3
ENSG00000057294.17,13,17,27,2,6,19,1,3,14,7,5,9
ENSG00000274976.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244743.1,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000257316.1,0,0,0,2,0,0,1,0,0,1,2,0
ENSG00000257435.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000110975.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259937.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273853.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256070.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212475.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270807.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207026.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201624.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245482.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139133.7,29,30,52,57,44,28,61,45,59,91,83,43
ENSG00000256538.2,0,0,2,0,2,0,2,3,4,3,2,0
ENSG00000255628.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256986.2,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000250788.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255652.5,1,1,0,0,2,2,0,0,0,1,0,1
ENSG00000272435.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000258794.3,1,0,2,0,0,1,0,2,0,0,0,1
ENSG00000256614.1,0,1,3,1,2,0,3,3,1,1,1,2
ENSG00000258368.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257173.1,3,3,2,3,1,4,5,3,8,3,6,3
ENSG00000258278.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274293.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287442.1,0,0,0,2,0,0,1,0,0,0,0,0
ENSG00000199843.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201708.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254381.3,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000257292.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000258360.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253016.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175548.9,46,43,66,157,53,40,139,56,61,76,201,76
ENSG00000257645.1,1,2,0,3,1,1,1,0,1,4,3,1
ENSG00000258119.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139117.14,23,28,29,0,15,20,0,21,20,44,0,32
ENSG00000257718.1,0,0,0,0,0,0,0,0,1,4,0,0
ENSG00000257586.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257237.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258144.2,0,0,0,0,0,0,1,0,2,0,0,0
ENSG00000270718.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139116.19,387,306,374,36,440,351,33,388,381,321,45,458
ENSG00000286576.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000255991.2,1,1,0,0,0,2,0,0,0,0,0,0
ENSG00000270273.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173208.4,367,380,394,0,368,306,0,315,407,257,0,382
ENSG00000285732.1,15,13,1,0,6,10,0,8,2,5,0,12
ENSG00000180116.15,1,0,0,0,0,0,0,1,0,0,0,1
ENSG00000151229.13,60,46,79,243,75,66,221,92,86,82,261,93
ENSG00000199571.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229014.3,0,0,0,1,0,0,0,0,0,0,2,0
ENSG00000260943.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223914.5,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000225342.2,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000188906.17,0,1,1,0,1,2,0,2,1,0,0,1
ENSG00000289310.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229899.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205592.16,1,0,5,0,1,0,0,0,1,1,1,0
ENSG00000258167.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207492.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018236.15,0,1,0,0,0,0,1,0,0,1,0,0
ENSG00000257680.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274682.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165966.16,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000257228.5,0,0,1,0,0,0,0,0,1,0,1,0
ENSG00000252364.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000258239.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257858.1,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000257784.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257239.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257128.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286591.1,0,1,0,1,1,0,0,0,1,0,1,1
ENSG00000271379.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000151233.11,212,178,274,514,280,175,475,241,261,296,558,329
ENSG00000015153.15,186,150,159,190,177,141,178,148,182,147,238,165
ENSG00000134283.18,1652,1775,1787,2128,1928,1684,1743,1739,1935,1917,2236,1942
ENSG00000257674.1,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000139168.9,534,522,790,715,630,580,641,562,883,827,811,584
ENSG00000278520.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252917.1,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000274943.1,4,0,1,9,5,4,10,3,4,7,10,8
ENSG00000199886.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000257376.1,19,15,15,16,14,16,8,20,21,20,13,26
ENSG00000207142.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000139174.12,0,0,2,6,0,0,4,0,0,5,4,1
ENSG00000257225.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000258068.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257510.2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257687.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257405.1,11,17,10,21,15,9,17,23,24,23,15,12
ENSG00000257164.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240759.1,2,6,1,4,2,3,2,7,3,0,2,2
ENSG00000257114.3,0,0,0,1,0,1,0,0,0,0,1,0
ENSG00000271272.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257849.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257373.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257927.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258331.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173157.18,0,0,1,2,1,0,1,0,0,0,7,0
ENSG00000241251.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257813.2,4,6,4,8,9,12,8,9,12,8,16,16
ENSG00000271508.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257907.2,12,17,17,9,19,22,14,13,18,16,11,25
ENSG00000129317.15,217,227,277,486,268,160,515,248,304,390,650,329
ENSG00000291253.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257896.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290959.1,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000198001.16,740,716,516,351,711,743,295,765,577,726,308,866
ENSG00000151239.14,540,503,433,435,565,476,439,444,502,553,650,584
ENSG00000139173.10,36,51,18,111,25,44,125,29,20,20,162,24
ENSG00000258212.1,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000257947.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000257864.1,0,0,0,1,0,1,1,0,1,0,2,3
ENSG00000275286.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286671.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184613.11,422,478,484,0,267,499,3,339,499,329,0,281
ENSG00000201788.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185610.6,0,0,0,0,0,0,4,0,0,0,2,0
ENSG00000257319.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257331.1,4,6,20,14,7,4,10,5,21,7,7,3
ENSG00000257572.1,0,2,2,0,0,0,0,2,2,2,2,1
ENSG00000199556.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134297.8,108,97,88,499,75,103,431,89,92,64,572,109
ENSG00000287386.1,0,0,0,2,0,0,4,0,0,0,1,0
ENSG00000257738.2,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000177119.17,1855,1998,1184,2481,1867,1855,2117,1816,1197,1068,2608,2293
ENSG00000278351.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257368.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000257657.3,0,0,1,2,0,0,0,0,0,0,0,1
ENSG00000283545.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273015.3,272,243,229,615,221,283,533,210,227,225,687,211
ENSG00000289229.1,3,1,3,3,0,1,7,2,2,1,6,1
ENSG00000189079.18,1220,1262,862,1799,1146,989,1564,1118,958,869,1946,1585
ENSG00000278475.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265093.2,1,2,1,5,2,2,2,1,0,0,3,2
ENSG00000270429.1,2,0,4,1,1,0,2,10,0,2,0,4
ENSG00000139218.18,2714,2424,2091,2769,2576,2026,2420,2318,2276,2001,3350,2916
ENSG00000289046.1,2,3,0,12,3,1,9,2,4,4,5,1
ENSG00000239397.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111371.16,7751,7308,6671,8462,7963,6377,7095,7675,6807,7102,8826,10287
ENSG00000274591.1,5,5,3,0,1,3,1,2,1,2,3,8
ENSG00000134294.14,3848,4266,4839,7997,3712,2872,7576,3412,4302,5398,9487,4208
ENSG00000258096.1,2,5,2,9,3,5,10,1,1,0,9,2
ENSG00000257261.7,11,14,17,33,17,12,22,12,21,9,34,20
ENSG00000257496.3,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000275481.1,4,5,4,7,1,2,12,4,1,2,11,2
ENSG00000278896.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000272369.1,1,5,15,4,8,5,2,1,12,3,4,0
ENSG00000272963.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000271642.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139209.16,0,0,0,0,0,1,0,1,1,0,0,2
ENSG00000274723.1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000139211.7,167,185,236,0,218,182,0,201,245,200,1,245
ENSG00000179715.13,1498,1567,866,0,941,1663,0,1031,931,899,4,1331
ENSG00000258352.1,226,240,100,0,197,257,2,227,104,62,1,180
ENSG00000263838.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000247774.9,4315,3631,1713,11,2850,3929,12,3120,1811,1075,6,3052
ENSG00000257925.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000258181.1,16,15,23,0,18,12,0,10,24,14,0,15
ENSG00000276454.1,2,1,0,0,0,2,0,0,0,1,0,0
ENSG00000258116.1,2,2,0,0,2,1,0,3,0,1,0,0
ENSG00000199566.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000257924.1,2,3,7,0,7,2,0,7,11,9,0,4
ENSG00000264906.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257906.3,10,7,6,1,3,2,3,6,7,5,1,7
ENSG00000258369.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257807.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257905.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000005175.10,708,703,836,907,754,572,778,643,904,1101,1140,825
ENSG00000276390.1,8,10,14,9,7,3,10,1,6,11,14,8
ENSG00000257433.8,7,12,11,11,5,12,11,16,8,5,4,8
ENSG00000111405.9,0,0,0,2,0,1,4,0,0,1,6,0
ENSG00000280054.1,3,1,2,5,3,2,4,3,2,2,4,3
ENSG00000274902.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000079337.16,26,13,14,66,19,17,54,19,9,29,79,17
ENSG00000211584.14,423,430,309,1392,380,480,1170,407,380,336,1338,620
ENSG00000277173.1,0,0,0,1,0,0,1,0,0,0,0,1
ENSG00000061273.18,2357,2124,1774,2876,1705,2211,2444,1889,1554,2095,2710,2572
ENSG00000268069.2,0,4,0,1,2,1,2,0,1,0,0,2
ENSG00000276691.1,1,0,0,2,0,0,1,0,0,0,4,0
ENSG00000274737.1,19,20,3,4,11,14,4,8,8,3,2,13
ENSG00000257488.5,0,1,0,7,0,1,9,1,0,0,6,1
ENSG00000111424.12,2425,2156,1680,7,2049,2294,11,2272,1602,3510,6,3325
ENSG00000205537.2,5,8,1,0,4,8,0,5,3,4,0,4
ENSG00000278385.1,0,0,1,0,1,0,0,0,0,2,0,0
ENSG00000279840.1,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000134291.12,2065,2121,7415,5682,3014,2236,4553,3038,7608,7390,5435,3535
ENSG00000139219.19,0,1,2,164,3,1,141,1,0,0,162,0
ENSG00000258203.5,0,0,2,1,0,0,0,1,1,0,0,2
ENSG00000257985.1,3,1,0,0,0,0,1,0,1,0,1,0
ENSG00000257955.1,0,0,0,0,0,0,0,0,0,0,0,0
